item,itemLabel,position,positionLabel,start,psid
Q104600729,Crenston Buffonge,Q109849838,"Minister of Agriculture, Lands, Housing & Environment",2019-11-25,Q104600729-B328C6DC-93D8-4D7C-91C3-86CE8D6FDC58
Q109849924,Charles Kirnon,Q109849926,Minister of Health,2019-11-25,Q109849924-5BCC30B3-1358-41D7-AD0B-AC108F1AB6BD
Q109849924,Charles Kirnon,Q109849930,Minister of Education,2019-11-25,Q109849924-22AD9F88-07EA-4793-B0A2-A1DED68251F9
Q109849941,Samuel Joseph,Q109849942,"Minister of Communications, Works, Labour & Energy",2019-11-25,Q109849941-7937DEA0-A0FB-4CDE-BBB2-FED694B41DDB
Q71333507,Joseph E. Farrell,Q109849932,Minister of Finance,2019-11-25,Q71333507-0115A82E-C5DB-4F45-A5B6-BC642D326D14
Q71333507,Joseph E. Farrell,Q3245464,Premier of Montserrat,2019-11-19,Q71333507-B9A2A612-03E7-429F-A4D6-A5C2E490ABB6
