@@,name,position
---,Easton Taylor-Farrell,Premier of Montserrat
+++,Samuel Joseph,"Minister of Communications, Works, Labour & Energy"
+++,Joseph E. Farrell,Minister of Finance
+++,Joseph E. Farrell,Premier
+++,Crenston Buffonge,"Minister of Agriculture, Lands, Housing & Environment"
+++,Charles Kirnon,Minister of Health
+++,Charles Kirnon,Minister of Education
